,tweet,polarity,subjectivity,Sentiment
176,done im happy,0.8,1.0,Positive
177,take phone number email,0.0,0.0,Neutral
178,fnb easy makes life simple stress free,0.2777777777777778,0.6634920634920635,Positive
179,please dontadvertisements tiring,0.0,0.0,Neutral
181,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
183,got premier fnb account never stress even access elite premier banking help,0.0,0.0,Neutral
184,knowing go fnb im getting assisted right away problem resolved successfully,0.5178571428571428,0.7428571428571429,Positive
185,savings account,0.0,0.0,Neutral
186,fnb easy zero acc,0.43333333333333335,0.8333333333333334,Positive
187,yes pick n pay checkers easy convenient,0.43333333333333335,0.8333333333333334,Positive
188,sian moore crushing syntiche kabuya debut season snatched one three player match awards nominated player tournament,0.4,0.9,Positive
189,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
190,cheque account draw cash atm fees ewallet family bank accounts apply online loan money account timeously never go branch app efficient time saving bank changeables,0.0,0.0,Neutral
191,draw cash atm fees ewallet family bank accounts apply online loan money account timeously never go branch app efficient time saving definitely bank changeables,0.0,0.5,Neutral
192,easy zero account,0.43333333333333335,0.8333333333333334,Positive
193,easy zero account thee best,0.7166666666666667,0.5666666666666667,Positive
194,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
195,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
197,fnb easy account helps save time love enjoy banking,0.4444444444444445,0.6444444444444445,Positive
198,savings acc,0.0,0.0,Neutral
199,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
200,fnb easy account years counting,0.43333333333333335,0.8333333333333334,Positive
201,fnb savings account,0.0,0.0,Neutral
202,best,1.0,0.3,Positive
203,morake promo lol,0.8,0.7,Positive
204,easy account,0.43333333333333335,0.8333333333333334,Positive
205,fnb easy zero,0.43333333333333335,0.8333333333333334,Positive
206,fnbeasy zero account,0.0,0.0,Neutral
207,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
208,tried inboxing day one response,0.0,0.0,Neutral
209,definitely fnbeasy zero account,0.0,0.5,Neutral
210,aspire account,0.0,0.0,Neutral
212,fnb easy account convenient,0.43333333333333335,0.8333333333333334,Positive
213,easy account,0.43333333333333335,0.8333333333333334,Positive
214,online wits will win,0.8,0.4,Positive
215,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
217,easy account,0.43333333333333335,0.8333333333333334,Positive
218,wow nice,0.35,1.0,Positive
219,definitely fnb easy account,0.21666666666666667,0.6666666666666667,Positive
220,easy account,0.43333333333333335,0.8333333333333334,Positive
221,bank trying link,0.0,0.0,Neutral
222,fnb easy zero account good account save money unnecessarycharges,0.5666666666666667,0.7166666666666668,Positive
223,bank stress free gold credit card transfer money time buy data whenever want sent money another bank account without doubts fnb bank lifesaver,0.4,0.8,Positive
224,fnb easy account makes easy always pay dstv monthly subscription banking app,0.43333333333333335,0.8333333333333334,Positive
225,fact,0.0,0.0,Neutral
228,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
229,fnb easy account helps alot saving money,0.43333333333333335,0.8333333333333334,Positive
230,madam one sa women puff chest pride thuli redi phumzile ngcuka lindiwe mazibuko others shining lights god bless,0.0,0.0,Neutral
231,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
232,fnb aspire account,0.0,0.0,Neutral
233,send im home someone using number open account scams,0.0,0.5,Neutral
234,ao make day,0.0,0.0,Neutral
235,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
236,definitely fnb easy zero account,0.21666666666666667,0.6666666666666667,Positive
237,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
238,crossing fingers,0.0,0.0,Neutral
239,fnb easy account helpful less charges,0.13333333333333336,0.45,Positive
240,definitely savings account,0.0,0.5,Neutral
241,im student using fnb easy account simple use airtime rewards helps lot use buy data online learning,0.21666666666666667,0.5952380952380952,Positive
242,hello ses u know buy shares using shares zero,0.0,0.0,Neutral
243,assist people bank,0.0,0.0,Neutral
244,ive noticed still think crossing line influencer declared involvement,0.0,0.0,Neutral
245,sorry unacceptable password managers recommended many security experts clear im talking proper password managers saving password browser crypto account safer fnb account,0.025000000000000005,0.49583333333333335,Positive
246,live stressed free life using fnb savings account,0.2681818181818182,0.65,Positive
247,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
248,game day opening game takes place pm today wits vut got watch live follow updates website proudly brought,0.03409090909090909,0.575,Positive
249,might well close fnb plumstead branch service appalling long time now card upgraded never arrived forex consultant today sulky even greet,-0.19999999999999998,0.65,Negative
250,fnb aspire account helps live stress free,0.2681818181818182,0.65,Positive
252,fnb easy,0.43333333333333335,0.8333333333333334,Positive
253,fnb,0.0,0.0,Neutral
256,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
257,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
258,igi bank doesnt,0.0,0.0,Neutral
259,week,0.0,0.0,Neutral
260,fnb gold fusion,0.0,0.0,Neutral
261,fnb easy account babbyy,0.43333333333333335,0.8333333333333334,Positive
262,saving account,0.0,0.0,Neutral
263,help nonsense seems foreign property south africa cant open account tenants deposit money objectives fica hinder unlawful activities money laundering hinder commerce,-0.0625,0.3125,Negative
264,always says error ill try,-0.5,1.0,Negative
265,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
266,definitely fnb lifestart acc eventually became now cheque account lets face fnb acc together power app game changer,-0.2,0.45,Negative
267,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
269,fnb easy zero wonders even forgot card back home log app amp perform card less transactions without charge,0.0888888888888889,0.3,Positive
270,im using fnb easy zero account works,0.43333333333333335,0.8333333333333334,Positive
271,come didnt know thanks heads,0.2,0.2,Positive
272,fnb easy zero account shop phone awesome,0.7166666666666667,0.9166666666666667,Positive
273,easy zero account one,0.43333333333333335,0.8333333333333334,Positive
274,savings account easy work,0.43333333333333335,0.8333333333333334,Positive
275,fnb easy account makes life easier,0.43333333333333335,0.8333333333333334,Positive
276,im currently using gold fusion account im able earn ebucks credit facility debit order protection always funds available debit orders benefits amazing account helps bank stress free,0.38,0.625,Positive
277,fnb easy account always worked meits supper easy convenient,0.43333333333333335,0.8333333333333334,Positive
278,much paid,0.2,0.2,Positive
279,fnb aspire account works perfectly fine recommend everyone,0.4166666666666667,0.5,Positive
280,easyaccount,0.0,0.0,Neutral
281,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
282,fnb easy zero acount name easy use,0.43333333333333335,0.8333333333333334,Positive
283,fnb easy zero account works makes life soo much easieri now enjoy shopping using card,0.3444444444444444,0.5111111111111112,Positive
284,fnb savings account wonders,0.0,0.0,Neutral
285,isnt fnb giving black people higher interest rates,0.04166666666666667,0.4666666666666667,Positive
286,fnb savings accounti make fast payments family transfer money,0.2,0.6,Positive
287,fnb savings account,0.0,0.0,Neutral
288,fnb easy zero accountit helps make fast payments swipe favorite supermarket,0.37777777777777777,0.8111111111111112,Positive
289,fnb easy account im freed,0.43333333333333335,0.8333333333333334,Positive
291,fnb aspire account works wonders never experienced problems quick convenient,-0.033333333333333354,0.7,Negative
292,easy zero account,0.43333333333333335,0.8333333333333334,Positive
293,easy zero account,0.43333333333333335,0.8333333333333334,Positive
294,easy zero account,0.43333333333333335,0.8333333333333334,Positive
296,fnb easy acc son uses,0.43333333333333335,0.8333333333333334,Positive
297,easy zero account,0.43333333333333335,0.8333333333333334,Positive
298,ive trying renew license disk app keeps saying system currently unavailable cant even purchase airtime please assist,0.0,0.4,Neutral
299,easy zero account,0.43333333333333335,0.8333333333333334,Positive
300,say promoted fnb bottom tweet sir,0.0,0.0,Neutral
302,nop paypal bank even bank account integrate better money clear quicker,0.3,0.44166666666666665,Positive
303,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
304,belong stokvel work turn paid end december year perfect money covers kids stationary school clothes,1.0,1.0,Positive
305,easy account,0.43333333333333335,0.8333333333333334,Positive
306,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
307,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
308,fnb easy zero wonders even forgot card back home log app amp perform card less transactions without charged,0.0888888888888889,0.3,Positive
309,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
310,aspire current account made life much easier affordable,0.1,0.30000000000000004,Positive
311,stay assist,0.0,0.0,Neutral
312,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
315,grateful photos still pouring thank groblershoop northern cape great pics generous fnb staff countrywide made donations personalised digital stickers,0.4,0.375,Positive
317,fnb easy account convenience best,0.7166666666666667,0.5666666666666667,Positive
318,easy account,0.43333333333333335,0.8333333333333334,Positive
319,easy acc,0.43333333333333335,0.8333333333333334,Positive
321,im using fnb private client,0.0,0.375,Neutral
323,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
326,solve paypal account issues ill vouch im happy customer,0.15000000000000002,1.0,Positive
328,easy account reliable save lots bank charges really great,0.6166666666666667,0.7916666666666667,Positive
329,offers free swipe save money reward benefits,0.25,0.4,Positive
330,fnb easy zero convenient almost anything without go bank saves lot time ewallet free person easy zero accountthe charges reasonable recommend anyone given time,0.36666666666666664,0.7666666666666667,Positive
331,fnb aspire account allowing bank stress free,0.4,0.8,Positive
332,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
333,good day contact outside south africa number provided website rings answers opened non resident account need assistance set online banking activate card,0.35,0.32500000000000007,Positive
334,easy account,0.43333333333333335,0.8333333333333334,Positive
335,yazi ive seen people enter competition never seen heard anyone happy receiving anything ka phapha,0.8,1.0,Positive
336,fnb easy account helps banking safely home,0.4666666666666667,0.6666666666666667,Positive
337,fnb aspire account amazing,0.6000000000000001,0.9,Positive
338,im going start demand compensated money waste dropped calls contact centres,-0.2,0.0,Negative
339,sorry guys dont life,-0.5,1.0,Negative
340,fnb easy acc especially comes online payments everyday transactions,0.07777777777777778,0.8111111111111112,Positive
341,orikixa fnb nah,0.0,0.0,Neutral
342,fnb easy zero account make payments,0.43333333333333335,0.8333333333333334,Positive
344,fnb aspire account,0.0,0.0,Neutral
345,helps save timesave multiple tasks shopping withdrawal free hustle,0.2,0.4,Positive
346,premier account helped lot enjoy able chat banker banking app resolve issues without visiting branch,0.45,0.5625,Positive
347,true add dfis risk averse even funny need guarantees cash flows leads application going pre credit forum,0.3,0.825,Positive
348,im currently using aspire account great pay monthly fees ebucks partner gets amazing fees,0.46666666666666673,0.6833333333333332,Positive
349,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
350,aspire account easy linked ewallet account transfer ewallet money anytime aspire account use immediately,0.43333333333333335,0.8333333333333334,Positive
351,won takealot voucher despite taking two weeks prize,0.0,0.0,Neutral
352,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
353,got fnb easy zero account making easy send loved ones money needed,0.5222222222222223,0.8222222222222223,Positive
355,fnb easy account doesnt lots bank charges,0.43333333333333335,0.8333333333333334,Positive
356,easy convenient,0.43333333333333335,0.8333333333333334,Positive
357,fnb easy zero account give endless swiping time banking charges,0.15416666666666667,0.7916666666666667,Positive
358,q,0.0,0.0,Neutral
359,melthaf mokgoko government honestly failing us,0.6,0.9,Positive
360,favourite rite combo,0.0,0.0,Neutral
361,fnb easy zero account makes life mom easy cofient leaving bank fees hassle,0.43333333333333335,0.8333333333333334,Positive
362,fnb easy zero account account help save even make payment easy dont queuing branch make payment use fnb app make payment easily save even,0.43333333333333335,0.8333333333333334,Positive
363,new aspire debit love save bank charges still enjoy full benefits cheque account,0.34659090909090906,0.5261363636363636,Positive
364,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
365,easy account,0.43333333333333335,0.8333333333333334,Positive
366,easy account,0.43333333333333335,0.8333333333333334,Positive
367,olympus village staff working lessthat wanted collect bank card left hour later without card saw people got assisted hour,0.0,0.0,Neutral
368,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
369,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
370,easy account really works wonders costly saves money,0.31666666666666665,0.5166666666666667,Positive
371,im client yesterday driving along comaro comarookdene crossingalmost turn westbound glensaw steel blue fnb board advertlooked illegal wrongly placedfelt disappointed fnb place board spotlow standard,-0.35,0.45,Negative
372,report fraud witnessed,0.0,0.0,Neutral
373,easy account,0.43333333333333335,0.8333333333333334,Positive
374,fnb easy account way go makes life easier,0.43333333333333335,0.8333333333333334,Positive
375,fnb saving account,0.0,0.0,Neutral
376,aspire current account life couldnt easier rpm u cash extra charge ewallets extra charge cash deposits extra cost fnb amazing,0.12000000000000002,0.32,Positive
377,fnb easy account pay people,0.43333333333333335,0.8333333333333334,Positive
378,u voucher bro,0.0,0.0,Neutral
379,way contact hasnt responded dm chat option app ignores,0.0,0.0,Neutral
380,definitely savings account banks change well awesome,0.5,0.75,Positive
381,rev job freelance provide captions subtitles transcripts content thatll given platform english must proper order accepted platform,0.0,0.05,Neutral
382,fnb current account,0.0,0.4,Neutral
383,fnb easy account makes life lot simpler love,0.4666666666666667,0.7166666666666667,Positive
384,yes favourite feature right now dont even go atm anymore doesnt charge atm charges love,0.39285714285714285,0.5678571428571428,Positive
385,easy zero account,0.43333333333333335,0.8333333333333334,Positive
386,places plug us,0.0,0.0,Neutral
387,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
388,fnb aspire account makes everything super convenient assistance banker ive able solve lot payment issues timely manner,0.41666666666666663,0.6458333333333333,Positive
389,yes platforms payfast etc,0.0,0.0,Neutral
390,easy zero account,0.43333333333333335,0.8333333333333334,Positive
391,fnb gold account,0.0,0.0,Neutral
392,savings account,0.0,0.0,Neutral
393,maybe didnt phrase statement correctly im asking plugsbut ill give rev mobrog surveytime surveys need paypal account cashout paid works best account,0.25,0.65,Positive
394,simplicit u purchase things online,0.0,0.0,Neutral
395,easy account,0.43333333333333335,0.8333333333333334,Positive
396,fnb easy account im one people dont queuing make monthly payments atm,0.43333333333333335,0.8333333333333334,Positive
397,fnb easy zero affordable helps save high bank charges makes online payments easy,0.34222222222222226,0.7355555555555555,Positive
398,kicked winning penalty lions series think amp signed springboks jersey,0.5,0.75,Positive
399,fnb easy account one favourite account help bank stress free,0.4166666666666667,0.8166666666666667,Positive
400,fnb easy account best,0.7166666666666667,0.5666666666666667,Positive
401,fnb premier account enjoying client service lounging fly occasionally durban cpt,0.43333333333333335,0.5416666666666666,Positive
402,easy account years zero stress never complained received first salary last month boom without hassle fnb added another account name accommodate new needs happiness,0.2782828282828283,0.347979797979798,Positive
403,everyday opportunity secure bag wasting time option way conveniently always win,0.3333333333333333,0.5333333333333333,Positive
404,student fnb easy account makes much sense convenience best day day transactions,0.5444444444444444,0.4444444444444445,Positive
405,saving account,0.0,0.0,Neutral
406,list varsity diski greatest success stories now varsity football lifechanging tournament many young south african men women proudly brought,0.45,0.48333333333333334,Positive
407,easy account,0.43333333333333335,0.8333333333333334,Positive
408,easy account,0.43333333333333335,0.8333333333333334,Positive
409,thanks im think will score epic try springboks vs british amp irish lions battle amp stand chance official springboks british amp irish lions jersey,0.05000000000000001,0.10000000000000002,Positive
410,super cant wait,0.3333333333333333,0.6666666666666666,Positive
411,fnb easy account gold cheque love fnb makes life easier,0.4666666666666667,0.7166666666666667,Positive
412,javas dula gona daar thank later,0.0,0.0,Neutral
413,long wait,-0.05,0.4,Negative
414,message,0.0,0.0,Neutral
415,switched bank last year using fnb years forced employer im process switching salary back fnb zero hustles breeze fnb easy account,0.033333333333333326,0.275,Positive
417,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
419,fnb easy zero account,0.43333333333333335,0.8333333333333334,Positive
420,fnb easy acount helped save money affordable option,0.43333333333333335,0.8333333333333334,Positive
421,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
423,im learning using nav money app learn money smart amp gift vouchers value,0.21428571428571427,0.6428571428571429,Positive
424,fnb easy account im stress free loving using fnb,0.4777777777777778,0.861111111111111,Positive
425,aspire account well bank change account helps save,0.0,0.0,Neutral
426,thanks im think will score epic try springboks vs british amp irish lions battle amp stand chance official springboks british amp irish lions jersey,0.05000000000000001,0.10000000000000002,Positive
427,easy account,0.43333333333333335,0.8333333333333334,Positive
428,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
429,fnb easy zero acc,0.43333333333333335,0.8333333333333334,Positive
430,saving s account,0.0,0.0,Neutral
431,melthaf mokgoko nozipho people making money atleast temporary must take months,0.0,0.0,Neutral
432,thanks im think will score epic try springboks vs british amp irish lions battle amp stand chance official springboks british amp irish lions jersey,0.05000000000000001,0.10000000000000002,Positive
433,thanks im think will score epic try springboks vs british amp irish lions battle amp stand chance official springboks british amp irish lions jersey,0.05000000000000001,0.10000000000000002,Positive
434,thanks im think will score epic try springboks vs british amp irish lions battle amp stand chance official springboks british amp irish lions jersey,0.05000000000000001,0.10000000000000002,Positive
435,final score st test tell us think final score st test won sa lions series amp signed british amp irish lions jersey,0.0,0.5,Neutral
436,kicked winning penalty lions series think amp signed springboks jersey,0.5,0.75,Positive
438,khulumilei mongezi hella confusedi cant switch userswhen call placed hold visit branch cant help,0.0,0.0,Neutral
439,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
440,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
441,fnb easy zero account stress free account make paymentsreceive send money including swiping fnb premiere account good many many years,0.5066666666666666,0.6466666666666667,Positive
443,fnb easy account joined fnb last year im happy,0.41111111111111115,0.6333333333333333,Positive
444,easy zero account,0.43333333333333335,0.8333333333333334,Positive
446,fnb premium account,0.0,0.0,Neutral
447,melthaf mokgoko doesnt make sense,0.0,0.0,Neutral
448,using fnb easy zero accounti banking app installed transactions effortlessly,0.43333333333333335,0.8333333333333334,Positive
449,fnb east zero account,0.0,0.0,Neutral
450,easy account,0.43333333333333335,0.8333333333333334,Positive
451,fnb easy account banking comfort home,0.43333333333333335,0.8333333333333334,Positive
452,discovered another bank im thinking switching charges ay,0.0,0.0,Neutral
453,fnb easy account,0.43333333333333335,0.8333333333333334,Positive
454,fnb easy account easily send receive cash free card swipes,0.4222222222222222,0.8222222222222223,Positive
455,fnb easy account stress free,0.4166666666666667,0.8166666666666667,Positive
