,tweet,polarity,subjectivity,Sentiment
297,nominate founder funo designs brand creatively designs handcrafts modern traditional shoes women cultural backgrounds love cultural fashion lovefnb,0.2333333333333333,0.47500000000000003,Positive
298,nominate founder funo designs brand creatively designs handcrafts modern traditional shoes women cultural backgrounds love cultural fashion lovefnb,0.2333333333333333,0.47500000000000003,Positive
299,sa signed discovery well im really getting moneys worth fnb,0.25,0.15000000000000002,Positive
300,nominate lufuno netshithuthuni founder funo designs brand creatively designs handcrafts modern traditional shoes women cultural backgrounds love cultural fashion lovefnb,0.2333333333333333,0.47500000000000003,Positive
301,lovefnb believe supported due fact really working hard familyworking everyday morning go sell atchar good thing,0.05666666666666666,0.4633333333333334,Positive
302,mercedes owning best auto dent solutions service best lovefnb,1.0,0.3,Positive
303,lovefnb,0.0,0.0,Neutral
304,fnbdolivhuright,0.0,0.0,Neutral
305,support businesses boulevard rose hair majesty era dj zinhle amazing businesswoman inspiration many black women want start business lovefnb,0.38333333333333336,0.6958333333333333,Positive
306,provide quality affordability amp efficiency skin type please check amp support owned young girl siko lovefnb,0.1,0.4,Positive
307,lovefnb,0.0,0.0,Neutral
308,everyone support building brands motivating everyone lovefnb,0.0,0.0,Neutral
309,lovefnb admire sweepsouth sa women owned business helps place house helpers homes workers treated dignity respect house helpers always looking work great opportunity create employment,0.8,0.75,Positive
310,sells fresh fruits vegetables community support believe take whole different level start supplying shops lovefnb,0.16666666666666666,0.5,Positive
311,lovefnb admire woman owned business helps place house helpers homes workers treated dignity respect house helpers always looking work great opportunity create employment,0.8,0.75,Positive
312,snille troyacoc,0.0,0.0,Neutral
313,lovefnb,0.0,0.0,Neutral
314,lovefnb,0.0,0.0,Neutral
315,lovefnb,0.0,0.0,Neutral
316,runs catering business lovefnb,0.0,0.0,Neutral
317,lovefnb,0.0,0.0,Neutral
318,one lovefnb,0.0,0.0,Neutral
319,fnbdolivhuright,0.0,0.0,Neutral
320,,0.0,0.0,Neutral
321,mahlangu self proclaimed business woman lovefnb,0.0,0.0,Neutral
322,lovefnb,0.0,0.0,Neutral
323,women pushing business striving success ones know ones know lovefnb,0.3,0.0,Positive
324,local women mining inspiring ladies possible lovefnb,0.16666666666666666,0.6666666666666666,Positive
325,,0.0,0.0,Neutral
326,lovefnb selling beautiful handbags,0.85,1.0,Positive
327,,0.0,0.0,Neutral
328,lovefnb selling beautiful handbags,0.85,1.0,Positive
329,saloon lovefnb,0.0,0.0,Neutral
330,fast food seller lovefnb,0.2,0.6,Positive
331,mthembu one thr successful law firm skin ferguson owns one successful tv production country lovefnb,0.43333333333333335,0.7666666666666666,Positive
332,lovefnb,0.0,0.0,Neutral
333,design clothes lovefnb,0.0,0.0,Neutral
334,lovefnb,0.0,0.0,Neutral
335,hair salon makes beautiful bob wigs hair styles lovefnb,0.85,1.0,Positive
336,,0.0,0.0,Neutral
337,lovefnb,0.0,0.0,Neutral
338,lovefnb,0.0,0.0,Neutral
339,lovefnb,0.0,0.0,Neutral
340,lovefnb,0.0,0.0,Neutral
341,lovefnb support sister stay home mom trying make extra money support selling stationary party stuff,0.0,0.1,Neutral
342,lovefnb,0.0,0.0,Neutral
343,nice mama selling us fruit verge highly nicely organised beautiful arranged stand town always smile matter weather sign success,0.5299999999999999,0.62,Positive
344,lovefnb nancy fruit amp vegetables,0.0,0.0,Neutral
345,lovefnb,0.0,0.0,Neutral
346,ferguson films truly respect connie ferguson male dominated world film industry must really support ferguson films telling stories best way lovefnb,0.39999999999999997,0.20000000000000004,Positive
347,annual ebucks changes dropped level level private client lounge access point im defeated dont energy let upgrade sa card lounge access im tired fnbsa,-0.2,0.5375,Negative
348,lovefnb,0.0,0.0,Neutral
349,skin sicnature m lovefnb,0.0,0.0,Neutral
350,desiree homemade catering started humble beginnings now provides affordable meals cakes community lovefnb,-0.2,0.4,Negative
351,lovefnb,0.0,0.0,Neutral
352,always lovefnb,0.0,0.0,Neutral
353,lovefnb,0.0,0.0,Neutral
354,cousin molebogeng fixing cars always odd lady fixes cars pro power lovefnb,-0.16666666666666666,0.25,Negative
355,hi finance portion house want one room nje whole house work,0.2,0.4,Positive
356,lovefnb,0.0,0.0,Neutral
357,lovefnb,0.0,0.0,Neutral
358,lovefnb,0.0,0.0,Neutral
359,lovefnb,0.0,0.0,Neutral
360,cousin molebogeng fixing cars always odd lady fixes cars pro power lovefnb,-0.16666666666666666,0.25,Negative
361,lovefnb,0.0,0.0,Neutral
362,lovefnb,0.0,0.0,Neutral
363,lovefnb,0.0,0.0,Neutral
364,lovefnb,0.0,0.0,Neutral
365,lovefnb,0.0,0.0,Neutral
366,lovefnb,0.0,0.0,Neutral
367,lovefnb,0.0,0.0,Neutral
368,cousin molebogeng fixing cars always odd lady fixes cars pro power lovefnb,-0.16666666666666666,0.25,Negative
369,kweza technologies,0.0,0.0,Neutral
370,lovefnb,0.0,0.0,Neutral
371,lovefnb,0.0,0.0,Neutral
372,,0.0,0.0,Neutral
373,youre welcome hope gets sorted,0.8,0.9,Positive
374,based looking someone repair speaker thanks,0.2,0.2,Positive
375,womesmonth lovefnb,0.0,0.0,Neutral
376,lovefnb friend internet cafe,0.0,0.0,Neutral
377,neighbour selling fruits vegetables lovefnb,0.0,0.0,Neutral
378,definitely love tag best baker bake yummy muffinsscones biscuitsshe deliver time lovefnb,0.75,0.44999999999999996,Positive
379,lovefnb,0.0,0.0,Neutral
380,female making moves inspires mahlangu young lady selling atchaar one street anotheri look much cant stop talking hershe deserves support see growth business lovefnb,0.10000000000000002,0.25555555555555554,Positive
381,grumpyandrunt owned johke carla creating delicious sweet treats creating employment community lovefnb,0.675,0.825,Positive
382,atm norwood spar order amp one walking distance please dispatch team danko,0.0,0.0,Neutral
383,im yet find someone assisted fnb kinds reversals good luck though,0.7,0.6000000000000001,Positive
384,lovefnb,0.0,0.0,Neutral
385,mokgoko hi emily thank getting back us please note view image sent,0.0,0.0,Neutral
386,lovefnb,0.0,0.0,Neutral
387,theonista owned meghan werner lovefnb,0.0,0.0,Neutral
388,lovefnb,0.0,0.0,Neutral
389,lovefnb,0.0,0.0,Neutral
390,hygiene hand coz inspiring business lady lovefnb,0.5,1.0,Positive
391,lovefnb lovefnb lovefnb lovefnb lovefnb lovefnb,0.0,0.0,Neutral
392,lovefnb,0.0,0.0,Neutral
393,nail technician offers best service cosmetic brand love lovefnb,0.5333333333333333,0.3,Positive
394,lovefnb,0.0,0.0,Neutral
395,friend successful businesses one catering business went zero huge success work hard lovefnb,0.28958333333333336,0.5979166666666667,Positive
396,nail technician offers best service cosmetic brand love lovefnb,0.5333333333333333,0.3,Positive
397,bargainstoregalore lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
398,bargainstoregalore lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
399,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
400,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
401,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
402,sa banks cruel corrupt owned whites corruption will never investigated even anc members non executive members banks gatekeepers masters,-0.75,1.0,Negative
403,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
404,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
405,business growing next level garden sells fresh spinach cabbages carrots every sunday around place got customers every buy lovefnb employed four ladies help,0.15,0.25,Positive
406,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
407,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
408,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
409,lady owned sweet shop sells sweets garage awesome small business owner lovefnb,0.3666666666666667,0.6833333333333332,Positive
410,lovefnb,0.0,0.0,Neutral
411,group ladies called izimbokodo zasemakhazeni trucking business well lovefnb,0.0,0.0,Neutral
412,fyy,0.0,0.0,Neutral
413,sister law bakes sells cakes homeshe well herselflovefnb,0.0,0.0,Neutral
414,inspired runs hair dressing salon lovefnb,0.0,0.0,Neutral
415,corruption banksclassaction,0.0,0.0,Neutral
416,letsoalo wakes every morning sell scones nearest town business going well able take good care kids lovefnb,0.6,0.6125,Positive
417,mom tailored business lovefnb,0.0,0.0,Neutral
418,sister law bakes sells cakes homeshe well lovefnb,0.0,0.0,Neutral
419,sister law bakes sells cakes homeshe well herselflovefnb,0.0,0.0,Neutral
