date,cleaned_tweet,polarity,subjectivity,Sentiment,username,Base_tweet,language,hashtags,retweet_id,reply_to,nlikes,search,Bank,mean,rolling
2021-09-01 06:07:41,informed criminals used bank name evict steal home kagiso funny bank calm calm common cause crime pls ask bra stevovo,0.1375,0.75,Positive,kennethmungeka1,"We informed @FNBSA that criminals have used bank name to evict and steal a home in Kagiso but funny is the bank is ""CALM about this. Is this calm not Common cause crime @SAPoliceService pls ask them Bra Stevovo @StephenGrootes",en,[],,[],0,FNBSA,FNB,0.11544566544566547,0.11544566544566547
2021-09-01 06:09:15,preaching everyday,-0.2,0.6,Negative,MturaKelembe,@FNBSA That is what we should be preaching everyday #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.10755952380952383,0.10755952380952383
2021-09-01 06:09:47,well ive prompted mobile app app requires updating ive doubled checked theres update app required,0.0,0.0,Neutral,seitlholo,@StandardBankZA Well I’ve not been prompted by my mobile app that the app requires any updating. I’ve doubled checked and there’s no update to the app required.,en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.10493612078977935,0.10493612078977935
2021-09-01 06:16:08,apparently nedbank,0.05,0.35,Positive,whoisthembi,@SimplyGoitse_ apparently nedbank,en,[],,"[{'screen_name': 'SimplyGoitse_', 'name': 'Goitseone M 🦋', 'id': '960420134228721664'}]",1,Nedbank,Nedbank,0.10362811791383221,0.10362811791383221
2021-09-01 06:19:15,heyned one charged gb linkage fees even gb app active,-0.13333333333333333,0.6,Negative,SethuloZA,HeyNed @Nedbank. Why would one be charged GB linkage fees even if they have the GB app and it is active? 😑🤨,en,[],,[],0,Nedbank,Nedbank,0.09811738648947951,0.09811738648947951
2021-09-01 06:27:45,capitec reading post,0.0,0.0,Neutral,SkhaloBoyOrie,@Nedbank @Mandla_05 Capitec reading this post.  https://t.co/NR52iNXSLN,en,[],,"[{'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}, {'screen_name': 'Mandla_05', 'name': 'SIMPLY_SMASH', 'id': '1130900501971775492'}]",0,Nedbank,Nedbank,0.0958874458874459,0.0958874458874459
2021-09-01 06:28:36,thank delivered time bank,0.0,0.0,Neutral,mangi_za,Thank you @fnbsa delivered on time.  Does your bank do that? #FNBSA #LicenceRenewal  https://t.co/0BQ1K51Rcj,en,"['fnbsa', 'licencerenewal']",,[],0,FNBSA,FNB,0.09375661375661376,0.09375661375661376
2021-09-01 06:31:17,help,0.0,0.0,Neutral,Nedbank,@whoisthembi @SimplyGoitse_ How can we help 🙂 @SimplyGoitse_,en,[],,"[{'screen_name': 'whoisthembi', 'name': 'thembsss🇿🇦', 'id': '1242735175072702464'}, {'screen_name': 'SimplyGoitse_', 'name': 'Goitseone M 🦋', 'id': '960420134228721664'}]",0,Nedbank,Nedbank,0.0917184265010352,0.0917184265010352
2021-09-01 06:33:16,helping young people deal life many challenges working life orientation teachers schools meant world love seeing change lives teens township amp rural areas,0.275,0.375,Positive,NolundiL,@FNBSA #LoveFNB #TheChangeables Helping young people deal with life's many challenges. Working with Life Orientation teachers in schools has meant the world to me as I love seeing the change in the lives of teens in township &amp; rural areas. @ISelulekoNPC,en,"['lovefnb', 'thechangeables']",,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",2,FNBSA,FNB,0.09561803444782169,0.09561803444782169
2021-09-01 06:33:53,ok thanks,0.35,0.35,Positive,thsibanda,@Nedbank Ok thanks,en,[],,"[{'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",0,Nedbank,Nedbank,0.10091765873015873,0.10091765873015873
2021-09-01 06:34:11,sa hi thabang easy steps open account selfie gt download new capitec bank app android ios app store gt scan valid sa id passport gt take couple selfies gt enter personal details may card delivered fee,0.14242424242424243,0.521969696969697,Positive,CapitecBankSA,"@ThaCido88 @Discovery_SA @Nedbank Hi Thabang, easy steps to open an account with a selfie:  &gt; Download the new Capitec Bank App from your Android or iOS app store &gt; Scan your valid SA ID or passport &gt; Take a couple of selfies &gt; Enter your personal details  You may get your card delivered at a fee of R150.",en,[],,"[{'screen_name': 'ThaCido88', 'name': 'Thabang Makhetha 🇿🇦', 'id': '283922774'}, {'screen_name': 'Discovery_SA', 'name': '@Discovery_SA', 'id': '79139311'}, {'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",0,Nedbank,Nedbank,0.10176473186677269,0.10176473186677269
2021-09-01 06:36:58,good day kindly note greenback linkage fee fee billed linked loyalty program,0.6499999999999999,0.75,Positive,Nedbank,"@SethuloZA Good day, kindly note that the Greenback linkage fee is a fee billed for being linked to our loyalty program.",en,[],,"[{'screen_name': 'SethuloZA', 'name': 'uSontshikazi🙌🏾', 'id': '1296762054'}]",0,Nedbank,Nedbank,0.11272943722943722,0.11272943722943722
2021-09-01 06:37:23,kindly click link select account view fee structure,0.6,0.9,Positive,Nedbank,@SethuloZA Kindly click on the link and select your account to view it's fee structure :  https://t.co/KScrriVrdI,en,[],,"[{'screen_name': 'SethuloZA', 'name': 'uSontshikazi🙌🏾', 'id': '1296762054'}]",0,Nedbank,Nedbank,0.12228376198964433,0.12228376198964433
2021-09-01 06:39:36,help means give accomplish task satisfy needy lend helping hand render assistance help someone put smile face,0.3,0.1,Positive,AnushaGovende13,"@FNBSA #LoveFNB Help for me means to give or accomplish a task to satisfy a needy. To lend a helping hand, to render assistance. To help someone and put a smile on there face.",en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.12570138195138195,0.12570138195138195
2021-09-01 06:45:44,invest wisely plan properly research best financial advice budget important rid unnecessary fees track spending saving investments planning budget important,0.3,0.5999999999999999,Positive,AnushaGovende13,"@Nedbank #TakeMoneySeriously I invest wisely and plan properly. I also do research on best financial advice. Budget is very important, I also get rid of unnecessary fees. I track my spending, saving and investments. Planning a budget is very important.",en,['takemoneyseriously'],,"[{'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",1,Nedbank,Nedbank,0.12899003512211057,0.12899003512211057
2021-09-01 06:46:03,questions seconds grabs play pop quiz brought mymo plus account every weekday morning enter today gtgt,0.0,0.0,Neutral,AneleAndTheClub,"10 Questions. 60 Seconds. R10,000 is up for grabs!  Play the R10,000 Pop Quiz brought to you by @StandardBankZA's MyMo Plus Account on #AneleAndTheClubOn947 every weekday morning. Enter TODAY &gt;&gt;  https://t.co/tNi7HNzs5J #GoldenMoments #ItCanBe  https://t.co/OmqUc9DsQs",en,"['aneleandtheclubon947', 'goldenmoments', 'itcanbe']",,[],3,"StandardBankZA OR ""Standard Bank""",StandardBank,0.12660133076799743,0.12660133076799743
2021-09-01 06:46:03,questions seconds grabs play pop quiz brought mymo plus account every weekday morning enter today gtgt,0.0,0.0,Neutral,947,"10 Questions. 60 Seconds. R10,000 is up for grabs!  Play the R10,000 Pop Quiz brought to you by @StandardBankZA's MyMo Plus Account on #AneleAndTheClubOn947 every weekday morning. Enter TODAY &gt;&gt;  https://t.co/tOjYlvpaP1 #GoldenMoments #ItCanBe  https://t.co/5wg4cVQrsL",en,"['aneleandtheclubon947', 'goldenmoments', 'itcanbe']",,[],10,"StandardBankZA OR ""Standard Bank""",StandardBank,0.12429948839039746,0.12429948839039746
2021-09-01 06:47:05,entered,0.0,0.0,Neutral,TidimaloF,@947 @StandardBankZA Entered,en,[],,"[{'screen_name': '947', 'name': 'If you love Joburg, 947 loves you❤️', 'id': '41780491'}, {'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.12207985466914037,0.12207985466914037
2021-09-01 06:47:37,sa difference comes excepting charged fee delivery,0.0,0.0,Neutral,ThaCido88,@CapitecBankSA @Discovery_SA @Nedbank That's where the difference comes in. I not excepting to be charged a fee for delivery... 🤷🏿‍♂️,en,[],,"[{'screen_name': 'CapitecBankSA', 'name': 'Capitec', 'id': '133202523'}, {'screen_name': 'Discovery_SA', 'name': '@Discovery_SA', 'id': '79139311'}, {'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",0,Nedbank,Nedbank,0.11993810283283966,0.11993810283283966
2021-09-01 06:48:54,major financial decisions make year plan financial future expert guidance team,0.015625,0.15625,Positive,expressoshow,Do you have any major financial decisions to make this year?   Plan your financial future and get expert guidance from the @Nedbank team here:  https://t.co/IYKG00Ox4S! 🤍💚 #ExpressoShow  https://t.co/EJ62KlijXF,en,['expressoshow'],,[],19,Nedbank,Nedbank,0.11813960105985967,0.11813960105985967
2021-09-01 06:48:58,youre welcome,0.8,0.9,Positive,Nedbank,@thsibanda You're welcome 🙂,en,[],,"[{'screen_name': 'thsibanda', 'name': 'mbacku🇲🇲', 'id': '884436696'}]",1,Nedbank,Nedbank,0.12969655697409932,0.12969655697409932
2021-09-01 06:49:03,days,0.0,0.0,Neutral,waynedejager1,@StandardBankZA been 2 days?  https://t.co/QkSwoFrrwD,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.12753494769119766,0.12753494769119766
2021-09-01 06:49:19,fierce lol iphone,0.8,0.7,Positive,CleopatraDK,@LuyoloThando @Madem_Fierce @Zinhleputinn @Nedbank Lol iPhone🚮🚮🚮,en,[],,"[{'screen_name': 'LuyoloThando', 'name': 'Thando Noganta', 'id': '1337631695206539265'}, {'screen_name': 'Madem_Fierce', 'name': 'Fierce', 'id': '1060666167872905218'}, {'screen_name': 'Zinhleputinn', 'name': 'Zinhle \U0001f977🏽', 'id': '1391812757809414150'}, {'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",0,Nedbank,Nedbank,0.13855896494216163,0.13855896494216163
2021-09-01 06:49:37,entered,0.0,0.0,Neutral,Zanele04870431,@947 @StandardBankZA 🙏🙏🙏entered #AneleandTheClubon947  #GoldenMoments  #ItCanBe,en,"['aneleandtheclubon947', 'goldenmoments', 'itcanbe']",,"[{'screen_name': '947', 'name': 'If you love Joburg, 947 loves you❤️', 'id': '41780491'}, {'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.13632414292696549,0.13632414292696549
2021-09-01 06:54:08,helps spend less save daughters upcoming matric farewell october,-0.16666666666666666,0.06666666666666667,Negative,ChivellL,@FNBSA It helps me to spend less and to save more for my daughters upcoming matric farewell in October . #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.13151476499690784,0.13151476499690784
2021-09-01 06:54:27,helps spend less save daughters upcoming matric farewell october,-0.16666666666666666,0.06666666666666667,Negative,ChivellL,@FNBSA It helps me to spend less and to save more for my daughters upcoming matric farewell in October. #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.1268556801271645,0.1268556801271645
2021-09-01 06:54:39,helps spend less save daughters upcoming matric farewell october,-0.16666666666666666,0.06666666666666667,Negative,ChivellL,@FNBSA It helps me to spend less and to save more for my daughters upcoming matric farewell in October  #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.12233995171495171,0.12233995171495171
2021-09-01 06:56:29,nedbank,0.0,0.0,Neutral,MsekeliManzini,@LawukaziMatt Nedbank,en,[],,"[{'screen_name': 'LawukaziMatt', 'name': 'MaTT_***', 'id': '188218548'}]",0,Nedbank,Nedbank,0.12048631608290698,0.12048631608290698
2021-09-01 06:56:52,weeks now geyser still assessed yaz way hate standard bank wish gets liquidated sies maan,-0.4,0.45,Negative,Gogo_Dabulamanz,@StandardBankZA @trufm 2 weeks now. My geyser still not assessed. YAZ THE WAY I HATE STANDARD BANK. I WISH IT GETS LIQUIDATED SIES MAAN.,en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}, {'screen_name': 'trufm', 'name': 'trufm', 'id': '23300464'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.11271786360405762,0.11271786360405762
