date,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search,Bank,mean,rolling
2021-08-18 05:52:38,non gloriam events zama phenomenal events guru handles events grace qualified experienced exposed new trends creative reliable professional completed masters degree entrepreneurship gauteng kzn,0.40727272727272734,0.5909090909090909,Positive,2021-08-18 05:52:38,mangwanezs,"@FNBSA Non other than GloriaM Events by Zama @mangwanezs a phenomenal events guru. She handles her events with grace. Qualified, experienced and exposed to the new trends. Very creative, reliable and professional. Just completed her Masters Degree in Entrepreneurship. Gauteng and KZN.  https://t.co/Aq1aL0AZp6",[],1,FNBSA,StandardBank,0.03306493506493506,0.03306493506493506
2021-08-18 05:54:55,non gloriam events zama phenomenal events guru handles events grace qualified experienced exposed new trends creative reliable professional completed masters degree entrepreneurship gauteng kzn,0.40727272727272734,0.5909090909090909,Positive,2021-08-18 05:54:55,mangwanezs,"@FNBSA Non other than GloriaM Events by Zama @mangwanezs a phenomenal events guru. She handles her events with grace. Qualified, experienced and exposed to the new trends. Very creative, reliable and professional. Just completed her Masters Degree in Entrepreneurship. Gauteng and KZN.  https://t.co/UNynZ5bkme",[],1,FNBSA,StandardBank,0.043459595959595955,0.043459595959595955
2021-08-18 05:54:58,neighbour selling veggies affordable price lovefnb,0.0,0.0,Neutral,2021-08-18 05:54:58,PrideNkuna1,@FNBSA @FNBSA my neighbour  who selling  veggies  with  affordable  price  #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.04228501228501228,0.04228501228501228
2021-08-18 06:04:05,lovefnb really convenient,0.2,0.2,Positive,2021-08-18 06:04:05,947,"It's time for the dynamic duo, @TheZweli &amp; @HulisaniRavele on #ZweliSaniOn947 Plenty of music to get you up and ready for the day ahead!💪🏽  ⛅️ R10,000 Pop Quiz with @StandardBankZA  ⛅️ #MoneyMinute with @ArabileG  ⛅️ #ClassicOrNot   📻  https://t.co/dQsTO6mj7n  #947Joburg  https://t.co/MBeJae1zmI","['zwelisanion947', 'moneyminute', 'classicornot', '947joburg']",85,"StandardBankZA OR ""Standard Bank""",StandardBank,0.04643540669856459,0.04643540669856459
2021-08-18 06:05:17,lovefnb,0.0,0.0,Neutral,2021-08-18 06:05:17,PrideNkuna1,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.04524475524475524,0.04524475524475524
2021-08-18 06:06:05,selahle sons construction amazing job,0.6000000000000001,0.9,Positive,2021-08-18 06:06:05,CodeThulas,@FNBSA Selahle and sons she is in construction she's doing an amazing job,[],0,FNBSA,StandardBank,0.059113636363636354,0.059113636363636354
2021-08-18 06:08:48,lovefnb skin products best,1.0,0.3,Positive,2021-08-18 06:08:48,PrideNkuna1,@FNBSA #LoveFNB  @innomatijane  her skin products  is the  best,['lovefnb'],0,FNBSA,StandardBank,0.08206208425720621,0.08206208425720621
2021-08-18 06:09:41,acted nel flippen nice bank actually washing machine dirty disgrace prosecutes wierzycka,0.0,0.6333333333333334,Neutral,2021-08-18 06:09:41,Ashanti_Mthuthu,@FNBSA why have you not acted? @Rbjacobs @pearl_nel your “flippen nice bank” is actually just a washing machine for #dirty @FloydShivambu! #disgrace @NPA_Prosecutes @PaulivW @OUTASA @Magda_Wierzycka @errolbsk  https://t.co/TDNYkCOid6,"['dirty', 'disgrace']",0,FNBSA,StandardBank,0.0801082251082251,0.0801082251082251
2021-08-18 06:11:26,must fall jaques cilliers resign nel,0.0,0.0,Neutral,2021-08-18 06:11:26,Ashanti_Mthuthu,@FNBSA must fall! Jaques Cilliers should resign! @Rbjacobs @pearl_nel,[],0,FNBSA,StandardBank,0.07824524312896405,0.07824524312896405
2021-08-18 06:12:14,lovefnb neighbour taught save cent make different lovefnb,0.0,0.6,Neutral,2021-08-18 06:12:14,PrideNkuna1,@FNBSA #LoveFNB  From my neighbour taught  me to save any cent  just  to make different  #LoveFNB,"['lovefnb', 'lovefnb']",0,FNBSA,StandardBank,0.07646694214876032,0.07646694214876032
2021-08-18 06:13:58,cooked blind read bank statements fool wierzycka sa,-0.5,0.6666666666666666,Negative,2021-08-18 06:13:58,Ashanti_Mthuthu,Cooked what? Are you blind! Read the @FNBSA bank statements you fool! @Magda_Wierzycka @errolbsk @OUTASA @Corruption_SA @wayneduv @ParliamentofRSA @Paratus2014  https://t.co/b8E3SLSIkV,[],0,FNBSA,StandardBank,0.06365656565656565,0.06365656565656565
2021-08-18 06:14:30,must call loans team must touch ive calling past months noone proof took loan banking ombudsman next,-0.125,0.125,Negative,2021-08-18 06:14:30,Tsontsa_G,@_K_Matlou @StandardBankZA Ya Nedbank is 30 minutes....so annoying,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.05955533596837944,0.05955533596837944
2021-08-18 06:18:41,,0.0,0.0,Neutral,2021-08-18 06:18:41,ntando_rajiv,"I hate standard bank, their service is so appalling! Fuck they make me sick 🤢🤮",[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.05828820116054158,0.05828820116054158
2021-08-18 06:22:01,aibo whats going ebucks little trying follow requirements mxm,-0.1875,0.5,Negative,2021-08-18 06:22:01,AneleAndTheClub,"You’re tuned into #Zwelisani the dynamic duo, @TheZweli &amp; @HulisaniRavele   Plenty of music to get you ready for the day ahead! ￼ Coming up next:   R10,000 Pop Quiz with @StandardBankZA   ￼#MoneyMinute with @ArabileG #ClassicOrNot   ￼ https://t.co/0OMePxLqxo  #947Joburg  https://t.co/lR8axOgpGh","['zwelisani', 'moneyminute', 'classicornot', '947joburg']",14,"StandardBankZA OR ""Standard Bank""",StandardBank,0.05316761363636363,0.05316761363636363
2021-08-18 06:26:00,lovefnb,0.0,0.0,Neutral,2021-08-18 06:26:00,RealMashobane,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.052082560296846006,0.052082560296846006
2021-08-18 06:27:23,opulence le ma lovefnb,0.0,0.0,Neutral,2021-08-18 06:27:23,MainlyGosego,@FNBSA Opulence Le MA  #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.05104090909090909,0.05104090909090909
2021-08-18 06:28:38,lovefnb,0.0,0.0,Neutral,2021-08-18 06:28:38,Khanyo_lwam,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.05004010695187165,0.05004010695187165
2021-08-18 06:30:07,amazing healthtech company two female cofounders young women occupying key roles company loads work using tech help individuals healthcare providers fight covid businesses reopen safely sa zim lovefnb,0.24000000000000005,0.5933333333333334,Positive,2021-08-18 06:30:07,LowKeySavagesSA,"@FNBSA @epionenet is an amazing healthtech company with two female co-founders + other young women occupying key roles in the company. They did loads of work using tech to help individuals and healthcare providers fight covid19, and businesses reopen safely in SA and in Zim #LoveFNB",['lovefnb'],0,FNBSA,StandardBank,0.05369318181818182,0.05369318181818182
2021-08-18 06:30:21,im proud mveledzo cooperative led mabel dikobe female colleagues alexandra daily go streets educate sort recyclable materials waste im really inspired,0.16,0.2733333333333333,Positive,2021-08-18 06:30:21,MabelAdc,@FNBSA I'm proud of Mveledzo Cooperative led by Mabel Dikobe with her female colleagues in Alexandra who daily go to the streets educate and sort recyclable materials from waste. I'm really inspired by them.,[],0,FNBSA,StandardBank,0.055698970840480276,0.055698970840480276
2021-08-18 06:32:04,lovefnb saving towards greenhouse vegetarians decided love organic lifestyle gardening therapeutic love grow fruit veg herbs savingsgoals,0.5,0.6,Positive,2021-08-18 06:32:04,Ntsikel48676328,@StandardBankZA @KennaKelebogile It works for few seconds then go back the same problem again,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.06392676767676768,0.06392676767676768
2021-08-18 06:32:53,now fnb disagreements clients business people interfere nd freez accountsmy account freezd delayed deliver clientyou people suck shem im gona make sure sue interfering businessshit bank,0.5,0.8888888888888888,Positive,2021-08-18 06:32:53,AlbertMokonyama,@FNBSA so now fnb if we have disagreements with clients in our business you people interfere nd freez our accounts?my account was freezd only because I delayed to deliver to my client...you people suck shem I'm gona make sure I sue  you for interfering with my business..shit bank,[],0,FNBSA,StandardBank,0.07185537190082644,0.07185537190082644
2021-08-18 06:33:53,lovefnb student saving pay fees textbooks want start debt free,0.4,0.8,Positive,2021-08-18 06:33:53,megan_abels,@CHendricks20 @StandardBankZA Agreed! Also waiting for @StandardBankZA to get on this!,[],1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07771509740259741,0.07771509740259741
2021-08-18 06:38:48,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive,2021-08-18 06:38:48,motso_let,"@947 @TheZweli @HulisaniRavele @StandardBankZA @ArabileG Woke up at 6am am still in bed complaining , all I need is Zwelisani energy 😭😭😭😭😭",[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07942185007974482,0.07942185007974482
2021-08-18 06:38:54,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive,2021-08-18 06:38:54,Ntsikel48676328,"@StandardBankZA @mam_Grey This doesn't help,, my phone is up to date, software is fine,, I've been deleting the app and installing it again,, after rebooted the phone the app works for few seconds then go back to the same problem again without finishing what I was doing on the app it just kicks me out.",[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.08106974921630095,0.08106974921630095
2021-08-18 06:39:04,,0.0,0.0,Neutral,2021-08-18 06:39:04,Bella38729432,@FNBSA  https://t.co/7UkYeUF8Nc,[],0,FNBSA,StandardBank,0.07969568567026195,0.07969568567026195
2021-08-18 06:39:23,lovefnb help elders church battling covid amp allowed attend church activities thechangeables,0.0,0.0,Neutral,2021-08-18 06:39:23,GoodmanNomafusi,@FNBSA #LoveFNB help to My elders in my Church - who are battling under this COVID-19 &amp; not allowed to attend Church ⭐ activities #TheChangeables,"['lovefnb', 'thechangeables']",0,FNBSA,StandardBank,0.07836742424242424,0.07836742424242424
2021-08-18 06:41:32,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive,2021-08-18 06:41:32,Ntsikel48676328,"@StandardBankZA Listen carefully,, after rebooted my phone the app becomes OK only for few seconds then go back to the same problem again without finishing what I was doing on the app,, This is annoying 🤞",[],2,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07995156482861401,0.07995156482861401
2021-08-18 06:42:16,pay back money jaques cilliers go hell kyc nel disgrace wierzycka,0.0,0.0,Neutral,2021-08-18 06:42:16,Ashanti_Mthuthu,@FNBSA pay back the money! Jaques Cilliers go to hell! #KYC @Rbjacobs @pearl_nel #DISGRACE @PaulivW @Magda_Wierzycka @OUTASA @errolbsk  https://t.co/bGbqXccTYj,"['kyc', 'disgrace']",1,FNBSA,StandardBank,0.07866202346041055,0.07866202346041055
2021-08-18 06:43:59,mean little much dont think,-0.09999999999999999,0.46249999999999997,Negative,2021-08-18 06:43:59,Ntsikel48676328,@StandardBankZA Rebooting or uninstalling the app is not helping.,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07582611832611832,0.07582611832611832
2021-08-18 06:45:03,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive,2021-08-18 06:45:03,947,"10 Questions. 60 Seconds. R10,000 is up for grabs!  Play the R10,000 Pop Quiz brought to you by @StandardBankZA's MyMo Plus Account. Enter TODAY &gt;&gt;  https://t.co/hgkQYod7Ld #GoldenMoments #ItCanBe  https://t.co/EwGSZRsd3n","['goldenmoments', 'itcanbe']",31,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07737571022727273,0.07737571022727273
2021-08-18 06:48:22,time will come promise will stop calling help,0.0,0.0,Neutral,2021-08-18 06:48:22,LivhuwaniPreci4,"@Busisiw28022967 @Nkalala @lungstagangsta @TshepiJoseph21 @FNBSA Their time will come I promise you that, I will not stop calling for help🤞",[],0,FNBSA,StandardBank,0.07618531468531468,0.07618531468531468
2021-08-18 06:50:46,fnb law fairness transparency want one day message will rite people,0.0,0.0,Neutral,2021-08-18 06:50:46,LivhuwaniPreci4,"@Busisiw28022967 @Nono00197391099 @FNBSA Fnb is not above the Law, fairness and transparency is all we want. One day message will get to the rite people.",[],0,FNBSA,StandardBank,0.07503099173553719,0.07503099173553719
2021-08-18 06:51:00,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive,2021-08-18 06:51:00,SnuggleBerry_SB,@947 @StandardBankZA I enter every morning with high hopes.. #aneleandtheclub ❤️,['aneleandtheclub'],1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07652306648575305,0.07652306648575305
2021-08-18 06:52:58,lovefnb,0.0,0.0,Neutral,2021-08-18 06:52:58,Fameda6,@FNBSA #LoveFNB,['lovefnb'],1,FNBSA,StandardBank,0.07539772727272727,0.07539772727272727
2021-08-18 06:53:31,doroskin doromongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive,2021-08-18 06:53:31,Zanele04870431,@947 @StandardBankZA #GoldenMoments  #ItCanBe  https://t.co/HxDmIfWYoS,"['goldenmoments', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07684123847167325,0.07684123847167325
2021-08-18 06:54:11,lovefnb,0.0,0.0,Neutral,2021-08-18 06:54:11,Ntsikel48676328,"@StandardBankZA But the problem has been going on for while,, what were you wanting for all along.",[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07574350649350649,0.07574350649350649
2021-08-18 06:54:15,saving fees savingsgoals lovefnb,0.0,0.0,Neutral,2021-08-18 06:54:15,AneleAndTheClub,"Today Stephen walked away with R500 in the R10,000 Pop Quiz brought to you by @StandardBankZA's MyMo Plus Account on #AneleAndTheClubOn947 every weekday morning.  10 Questions. 60 Seconds. R10,000 is up for grabs!  Enter TODAY &gt;&gt;  https://t.co/q2fWTh9siX #GoldenMoments #ItCanBe","['aneleandtheclubon947', 'goldenmoments', 'itcanbe']",9,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07467669654289372,0.07467669654289372
2021-08-18 06:54:15,love lovefnb,0.5,0.6,Positive,2021-08-18 06:54:15,STA_Law_Firm,"Consolidation of Economic Status Concepts of Payable on Death &amp; Transferrable on Death primarily deal with management of bank accounts of individuals after their death. POD is primarily for standard bank account, TOD is for a brokerage account. For details  https://t.co/yehJvplyw5",[],1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.08058396464646464,0.08058396464646464
2021-08-18 06:54:46,great move new collective home loan product type innovation needed address inequality investment homeownership,0.4681818181818182,0.6022727272727273,Positive,2021-08-18 06:54:46,motso_let,@StandardBankZA I don’t need your help 🧐,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.08589352428393524,0.08589352428393524
2021-08-18 06:54:50,lovefnb,0.0,0.0,Neutral,2021-08-18 06:54:50,RaganieFagmieda,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.08473280098280098,0.08473280098280098
2021-08-18 06:57:03,lovefnb,0.0,0.0,Neutral,2021-08-18 06:57:03,StemmetCarol,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.08360303030303029,0.08360303030303029
2021-08-18 06:57:26,thechangeables,0.0,0.0,Neutral,2021-08-18 06:57:26,StemmetCarol,@MsNtuli @FNBSA #TheChangeables,['thechangeables'],0,FNBSA,StandardBank,0.082502990430622,0.082502990430622
2021-08-18 07:00:08,great news lovefnb,0.8,0.75,Positive,2021-08-18 07:00:08,LindokuhleGroot,"@947 @StandardBankZA Been trying my luck for so long now 🙏🤞, i would love to play and win more money for umama @947",[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.0918211334120425,0.0918211334120425
2021-08-18 07:00:32,lovefnb,0.0,0.0,Neutral,2021-08-18 07:00:32,ndamaselb,@110_percent_ @SlwaneToYou @Blcktyde @StandardBankZA I think this happens when you don't give the bank 3 month's notice to settle your loan. I stand to be corrected.,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.09064393939393939,0.09064393939393939
2021-08-18 07:03:31,lovefnb,0.0,0.0,Neutral,2021-08-18 07:03:31,TlaleTlhogi,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.08949654775604142,0.08949654775604142
2021-08-18 07:05:10,second half savings towards vacation lovefnb,-0.08333333333333333,0.08333333333333333,Negative,2021-08-18 07:05:10,Ubukhosi_,My @StandardBankZA  app has been not working for hours😭,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.08733617424242424,0.08733617424242424
2021-08-18 07:07:48,supporting dirty politicians allowing launder vbs pension money bank accounts kyc politicallyexposed nel support,-0.175,0.525,Negative,2021-08-18 07:07:48,Ashanti_Mthuthu,@FNBSA @FNBSA Why are you supporting #dirty politicians like @FloydShivambu by allowing them to launder #VBS pension money in YOUR bank accounts! #KYC #PoliticallyExposed @Rbjacobs @pearl_nel how can you support this?  https://t.co/zwcMhPt83o,"['dirty', 'vbs', 'kyc', 'politicallyexposed']",0,FNBSA,StandardBank,0.08409745604190048,0.08409745604190048
2021-08-18 07:09:01,private clients mean thieves looters fraudshivambo,-0.15625,0.53125,Negative,2021-08-18 07:09:01,Ashanti_Mthuthu,@FNBSA @FNBSA By Private Clients you mean thieves and looters like #FraudShivambo!,['fraudshivambo'],0,FNBSA,StandardBank,0.08116638950480413,0.08116638950480413
2021-08-18 07:09:20,lovefnb,0.0,0.0,Neutral,2021-08-18 07:09:20,VelaMavela,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.08018848119751734,0.08018848119751734
2021-08-18 07:10:12,lovefnb,0.0,0.0,Neutral,2021-08-18 07:10:12,IzelleBrand,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.07923385642135641,0.07923385642135641
2021-08-18 07:11:18,lovefnb,0.0,0.0,Neutral,2021-08-18 07:11:18,Frances83546866,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.07830169340463458,0.07830169340463458
2021-08-18 07:12:50,believe advertisement try understand business customers needs business false business take hours go branch simple transaction ridiculous business bankers waste time money,-0.23333333333333334,0.48928571428571427,Negative,2021-08-18 07:12:50,Ubukhosi_,@StandardBankZA I did but it is still malfunctioning,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.0746780303030303,0.0746780303030303
2021-08-18 07:16:50,lovefnb,0.0,0.0,Neutral,2021-08-18 07:16:50,ChrisNAICKER3,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.07381966213862765,0.07381966213862765
2021-08-18 07:19:46,lovefnb,0.0,0.0,Neutral,2021-08-18 07:19:46,ncuthwa90,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.07298080234159779,0.07298080234159779
2021-08-18 07:20:17,lovefnb,0.0,0.0,Neutral,2021-08-18 07:20:17,ncuthwa90,@FNBSA #LoveFNB,['lovefnb'],0,FNBSA,StandardBank,0.07216079332652366,0.07216079332652366
2021-08-18 07:20:45,lovefnb,0.0,0.0,Neutral,2021-08-18 07:20:45,Lady_Googs,@FNBSA #LoveFNB  https://t.co/fqSO5BtmC0,['lovefnb'],0,FNBSA,StandardBank,0.07135900673400673,0.07135900673400673
